Code,Item,Group,Region_Number,REGION_NAME,State_Name,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Average_Annual_Percent_Growth
3,Physician & Clinical Services (Millions of Dollars),Region,8,Far West,,9445,11058,12690,14224,15465,18573,20393,22575,25774,28388,31592,35698,38981,40892,42107,43804,45708,46905,50368,50362,51520,54767,58527,65093,69121,75587,78923,85223,89088,90662,94929,98366,100721,102410,108378,116361,123922,129778,136275,142931,151389,7.2
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Alaska,134,154,163,202,209,266,277,290,317,345,366,399,418,443,544,484,536,569,629,668,725,853,1022,1098,1201,1318,1365,1449,1512,1632,1753,1927,2116,2185,2307,2514,2679,2772,2976,3136,3505,8.5
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,California,7257,8475,9828,11002,12071,14590,15922,17841,20261,22261,24727,28010,30548,32098,32750,33812,35224,35913,37716,37358,37637,39356,41636,46310,49030,53857,55767,60968,63614,64044,67660,69875,71399,72553,76438,82856,88117,92129,96699,101424,107595,7
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Hawaii,273,331,376,408,419,486,511,562,605,674,732,863,913,993,1122,1256,1396,1392,1477,1420,1414,1385,1517,1629,1694,1779,1901,2158,2221,2299,2348,2486,2585,2612,2691,2858,3040,3235,3388,3604,3928,6.9
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Nevada,226,275,296,372,401,463,549,586,707,820,925,1045,1188,1239,1318,1417,1497,1693,1827,1908,2161,2405,2692,3169,3480,3822,4026,4206,4306,4417,4408,4523,4621,4787,5220,5395,5799,6168,6442,6706,7075,9
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Oregon,609,703,779,851,898,1019,1151,1206,1434,1559,1735,1826,2035,2145,2263,2414,2489,2696,3251,3301,3341,3954,4036,4610,5026,5476,5975,5961,6282,6252,6371,6703,6818,7002,7319,7989,8517,8959,9314,9738,10168,7.3
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Washington,946,1119,1247,1388,1466,1749,1982,2090,2450,2729,3108,3555,3881,3974,4110,4422,4566,4643,5469,5706,6241,6815,7624,8276,8690,9335,9889,10483,11153,12020,12389,12853,13181,13271,14404,14749,15770,16514,17457,18323,19118,7.8
4,Other Professional Services (Millions of Dollars),United States,0,United States,,3478,4273,4917,5651,7328,8113,9284,11329,13722,14499,17278,18559,20860,22956,23974,26671,28857,31275,33424,34614,36647,40266,43338,46523,50211,52795,55264,60055,64486,67037,69889,72794,76429,78053,82437,87450,92210,96923,104489,111251,117441,9.2
4,Other Professional Services (Millions of Dollars),Region,1,New England,,187,226,259,297,378,440,529,689,800,846,1014,1058,1247,1441,1447,1582,1738,1995,2110,2162,2247,2452,2600,2769,2961,3041,3166,3414,3656,3822,3934,4054,4184,4248,4452,4636,4873,5002,5303,5648,5891,9
4,Other Professional Services (Millions of Dollars),State,1,New England,Connecticut,51,62,73,82,103,124,140,202,222,229,271,268,367,470,432,458,500,596,623,613,646,694,724,761,807,820,837,923,989,1043,1049,1068,1108,1136,1210,1240,1316,1318,1409,1484,1524,8.9
4,Other Professional Services (Millions of Dollars),State,1,New England,Maine,15,17,20,22,30,34,43,54,68,72,89,91,100,108,110,133,144,154,169,183,188,214,225,252,290,308,321,353,367,363,364,375,413,413,419,434,447,460,484,509,556,9.5
4,Other Professional Services (Millions of Dollars),State,1,New England,Massachusetts,89,107,121,143,180,209,250,329,370,395,477,503,567,629,670,730,832,957,997,1006,1029,1134,1199,1267,1323,1343,1397,1463,1579,1662,1752,1813,1852,1882,1956,2037,2127,2202,2332,2500,2611,8.8
4,Other Professional Services (Millions of Dollars),State,1,New England,New Hampshire,14,16,18,22,30,36,42,45,62,67,84,90,100,108,109,119,114,124,141,164,172,180,189,203,218,232,241,267,292,311,310,320,315,313,334,357,391,422,454,499,526,9.6
4,Other Professional Services (Millions of Dollars),State,1,New England,Rhode Island,12,14,17,17,22,23,36,39,51,52,61,68,71,79,79,86,90,101,106,112,119,130,153,171,193,205,228,255,271,279,292,308,318,319,331,348,357,357,376,406,423,9.4
4,Other Professional Services (Millions of Dollars),State,1,New England,Vermont,7,9,10,11,13,15,18,20,27,29,34,37,42,47,46,56,57,63,74,84,94,100,109,115,129,133,142,154,158,163,166,170,178,185,203,220,235,243,247,249,251,9.3
4,Other Professional Services (Millions of Dollars),Region,2,Mideast,,660,786,884,1022,1344,1516,1747,2293,2674,2898,3396,3766,4280,4673,4905,5326,5663,6107,6688,7116,7397,8142,8527,8914,9574,9984,10375,11250,11968,12571,13210,13747,14227,14396,14958,15742,16610,17350,18473,19603,19826,8.9
4,Other Professional Services (Millions of Dollars),State,2,Mideast,Delaware,8,9,10,13,17,21,26,29,37,44,48,55,61,64,76,77,73,85,88,101,112,135,151,155,168,179,175,189,202,217,235,249,276,289,296,311,312,327,333,353,352,10
4,Other Professional Services (Millions of Dollars),State,2,Mideast,District of Columbia,10,13,15,17,20,24,24,29,33,35,45,46,52,55,54,63,65,67,77,82,82,83,99,105,108,112,120,130,138,139,139,152,160,163,178,196,219,237,262,267,283,8.6
4,Other Professional Services (Millions of Dollars),State,2,Mideast,Maryland,61,74,84,98,130,149,163,221,257,273,343,377,447,475,523,583,610,696,741,717,751,846,937,997,1059,1130,1213,1281,1374,1438,1486,1534,1597,1588,1701,1804,1932,2090,2220,2330,2385,9.6
4,Other Professional Services (Millions of Dollars),State,2,Mideast,New Jersey,118,142,162,191,255,302,353,463,558,615,728,804,918,999,1042,1169,1243,1328,1419,1433,1407,1539,1607,1685,1835,1934,2019,2201,2342,2490,2624,2769,2908,3064,3167,3343,3527,3658,3961,4212,4102,9.3
4,Other Professional Services (Millions of Dollars),State,2,Mideast,New York,296,352,396,456,597,653,744,990,1108,1209,1372,1508,1670,1831,1909,1984,2117,2264,2567,2851,3071,3392,3559,3689,3910,4029,4117,4431,4709,4970,5216,5420,5514,5551,5760,6111,6545,6902,7292,7860,8021,8.6
4,Other Professional Services (Millions of Dollars),State,2,Mideast,Pennsylvania,167,196,217,249,324,368,437,562,680,722,860,975,1133,1250,1301,1450,1554,1667,1796,1933,1975,2147,2174,2283,2493,2600,2731,3020,3204,3318,3510,3623,3773,3740,3856,3978,4076,4136,4405,4580,4681,8.7
4,Other Professional Services (Millions of Dollars),Region,3,Great Lakes,,618,755,842,980,1296,1342,1492,1735,2154,2240,2576,2740,3062,3645,3701,4176,4564,4850,5060,5073,5437,5959,6397,7013,7523,7975,8363,8933,9551,9798,10129,10638,11304,11598,12464,12650,13269,13813,14660,15510,16163,8.5
4,Other Professional Services (Millions of Dollars),State,3,Great Lakes,Illinois,169,200,223,266,316,358,397,468,551,589,690,727,821,924,989,1085,1203,1278,1354,1376,1521,1672,1809,2091,2184,2363,2566,2820,3052,3178,3416,3587,3761,3833,4159,4089,4294,4338,4549,4843,5033,8.9
4,Other Professional Services (Millions of Dollars),State,3,Great Lakes,Indiana,74,87,98,109,166,136,164,195,256,264,314,328,360,403,433,496,527,559,606,585,615,695,742,793,863,888,934,988,1073,1117,1169,1287,1409,1469,1559,1575,1629,1764,1823,1941,2098,8.7
4,Other Professional Services (Millions of Dollars),State,3,Great Lakes,Michigan,157,207,218,261,345,367,393,431,527,532,604,629,703,852,910,1023,1117,1175,1188,1180,1253,1367,1462,1580,1740,1844,1905,2037,2134,2140,2190,2241,2339,2412,2633,2829,3045,3298,3508,3653,3583,8.1
4,Other Professional Services (Millions of Dollars),State,3,Great Lakes,Ohio,152,185,218,238,335,352,394,460,601,604,687,753,832,1092,960,1078,1163,1230,1272,1285,1370,1487,1612,1720,1833,1885,1944,2003,2146,2216,2179,2275,2483,2544,2717,2741,2859,2954,3183,3380,3636,8.3
4,Other Professional Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,66,76,86,106,132,130,146,181,218,251,281,304,346,375,409,494,553,609,641,647,678,737,771,828,903,994,1014,1086,1146,1147,1175,1248,1313,1340,1396,1417,1442,1459,1597,1692,1814,8.6
4,Other Professional Services (Millions of Dollars),Region,4,Plains,,263,314,358,420,512,521,591,720,918,942,1124,1136,1259,1308,1414,1649,1797,1984,2134,2215,2416,2539,2725,2979,3270,3471,3617,3907,4176,4283,4500,4667,4998,5096,5325,5673,6002,6324,6761,7192,7842,8.9
4,Other Professional Services (Millions of Dollars),State,4,Plains,Iowa,51,59,64,70,78,80,86,115,143,147,179,197,197,214,226,258,276,293,315,328,334,367,389,429,467,489,510,549,572,599,631,654,688,730,782,838,889,941,1008,1069,1198,8.2
4,Other Professional Services (Millions of Dollars),State,4,Plains,Kansas,42,50,57,67,77,84,97,109,128,137,161,173,191,199,205,231,238,269,295,305,316,350,367,405,450,489,496,535,591,606,628,645,706,733,755,789,855,877,934,981,1113,8.6
4,Other Professional Services (Millions of Dollars),State,4,Plains,Minnesota,68,83,97,122,158,158,180,206,256,263,308,323,356,383,410,476,533,582,635,660,715,722,777,842,958,975,1020,1094,1143,1150,1214,1238,1349,1380,1480,1588,1655,1791,1948,2078,2193,9.1
4,Other Professional Services (Millions of Dollars),State,4,Plains,Missouri,62,72,82,93,117,119,137,187,262,258,313,267,313,298,345,426,472,541,580,586,680,692,757,811,872,951,999,1095,1166,1180,1224,1272,1313,1315,1316,1335,1402,1427,1523,1676,1833,8.9
4,Other Professional Services (Millions of Dollars),State,4,Plains,Nebraska,21,27,30,35,43,44,47,51,64,69,82,90,107,109,113,132,145,160,163,175,205,233,257,297,309,338,355,381,428,454,475,515,578,560,588,678,728,785,820,835,887,9.7
4,Other Professional Services (Millions of Dollars),State,4,Plains,North Dakota,10,12,15,17,21,17,22,25,32,34,40,40,44,51,55,60,62,62,66,72,76,80,82,86,92,99,102,107,120,130,144,156,166,175,186,210,223,232,251,254,289,8.8
4,Other Professional Services (Millions of Dollars),State,4,Plains,South Dakota,10,11,12,15,18,20,22,27,32,34,42,45,51,54,59,66,72,76,80,89,89,95,98,109,121,131,136,145,157,165,183,187,198,204,218,234,249,270,278,299,330,9.2
4,Other Professional Services (Millions of Dollars),Region,5,Southeast,,588,733,862,994,1333,1509,1686,2040,2506,2628,3296,3588,4061,4554,4970,5536,6159,6777,7166,7264,7623,8465,9262,10032,11011,11915,12426,13665,14797,15374,16084,16662,17321,17637,18653,20071,21168,22281,24373,25510,27666,10.1
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Alabama,30,38,44,51,64,74,92,97,114,122,148,178,192,212,220,275,319,373,393,380,405,410,438,476,532,553,557,593,627,650,663,663,700,741,774,837,872,935,1019,1076,1158,9.6
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Arkansas,26,32,35,45,59,58,73,77,96,99,117,125,142,152,167,200,208,251,268,292,291,317,339,362,393,410,421,481,514,525,566,617,646,672,712,745,789,841,906,953,1042,9.7
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Florida,165,211,260,300,419,499,526,650,807,848,1050,1144,1315,1448,1609,1753,1963,2182,2297,2284,2403,2751,2956,3174,3427,3844,3928,4264,4729,5006,5205,5384,5421,5478,5790,6165,6432,6747,7671,7705,8525,10.4
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Georgia,63,80,97,107,133,169,175,241,256,285,372,424,496,543,582,612,664,740,755,782,837,902,1012,1152,1249,1359,1445,1625,1695,1703,1821,1879,1975,1981,2043,2331,2441,2496,2686,2896,3150,10.3
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Kentucky,32,38,42,46,59,63,70,86,110,117,149,173,196,218,242,287,323,358,379,407,458,488,529,577,634,647,674,716,768,794,837,870,899,922,999,1086,1190,1288,1367,1447,1518,10.2
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Louisiana,43,52,62,73,100,108,126,154,191,178,221,204,232,275,313,335,354,393,400,406,425,472,520,575,638,646,667,741,830,867,897,943,1026,1043,1129,1250,1365,1454,1546,1652,1732,9.7
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Mississippi,18,22,25,30,56,51,53,64,77,75,93,95,96,106,114,128,137,159,170,152,166,197,238,254,296,300,308,351,395,389,422,445,467,473,515,553,590,610,656,697,759,9.8
4,Other Professional Services (Millions of Dollars),State,5,Southeast,North Carolina,62,73,85,96,125,134,166,189,248,272,337,357,418,472,509,607,638,700,755,744,798,885,967,1073,1211,1338,1466,1648,1767,1868,1876,1930,2001,2020,2136,2270,2396,2506,2781,3042,3320,10.5
4,Other Professional Services (Millions of Dollars),State,5,Southeast,South Carolina,28,36,40,44,63,63,72,86,106,116,140,154,177,195,215,242,264,304,345,323,292,341,392,406,455,502,550,613,676,700,716,743,815,848,855,895,957,996,1075,1116,1184,9.8
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Tennessee,46,58,66,77,98,103,122,146,194,190,265,295,316,361,389,461,552,570,604,629,629,688,775,827,925,982,1005,1109,1137,1134,1254,1266,1330,1380,1494,1593,1666,1768,1805,1901,2065,10
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Virginia,57,72,79,96,126,148,166,198,246,261,327,357,390,478,499,518,616,614,654,702,744,820,874,932,1012,1085,1160,1273,1384,1448,1527,1599,1708,1728,1823,1936,2039,2184,2396,2539,2664,10.1
4,Other Professional Services (Millions of Dollars),State,5,Southeast,West Virginia,18,22,26,29,33,38,43,52,61,63,76,83,91,96,110,120,121,134,146,161,175,191,221,223,240,248,246,253,275,290,301,323,334,349,383,409,433,457,464,486,550,8.9
4,Other Professional Services (Millions of Dollars),Region,6,Southwest,,297,371,435,499,647,747,851,968,1216,1303,1591,1690,1912,2037,2076,2474,2708,2988,3194,3404,3640,3914,4205,4454,4885,5177,5520,6024,6544,6890,7353,7837,8424,8722,9505,10320,10713,11342,12251,13204,14143,10.1
4,Other Professional Services (Millions of Dollars),State,6,Southwest,Arizona,45,56,65,81,106,128,153,176,216,220,273,284,316,346,375,438,482,520,555,580,603,643,739,791,918,994,1082,1195,1302,1338,1362,1429,1462,1553,1719,1793,1914,2070,2281,2466,2744,10.8
4,Other Professional Services (Millions of Dollars),State,6,Southwest,New Mexico,21,25,28,31,43,51,60,66,82,86,100,111,115,121,129,193,170,172,182,204,201,236,249,265,293,315,340,373,397,414,444,468,508,501,521,571,603,611,648,690,705,9.2
4,Other Professional Services (Millions of Dollars),State,6,Southwest,Oklahoma,43,51,58,67,82,92,101,119,150,149,184,193,214,230,242,279,317,320,350,397,391,380,408,441,492,507,573,593,646,673,724,776,833,858,924,994,1042,1038,1109,1199,1318,8.9
4,Other Professional Services (Millions of Dollars),State,6,Southwest,Texas,189,240,284,320,416,476,538,607,768,847,1034,1102,1267,1339,1330,1565,1738,1976,2107,2224,2445,2654,2809,2957,3182,3361,3525,3863,4199,4465,4823,5164,5622,5810,6341,6962,7153,7623,8213,8850,9376,10.3
4,Other Professional Services (Millions of Dollars),Region,7,Rocky Mountains,,107,130,150,177,237,263,305,336,415,447,514,555,611,682,729,877,970,1039,1144,1263,1357,1496,1610,1717,1818,1871,1953,2127,2319,2384,2530,2773,2932,3010,3191,3432,3696,3854,4173,4453,4889,10
4,Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,54,66,77,91,121,137,165,192,230,247,286,308,338,371,387,478,547,568,618,673,741,826,905,928,952,942,974,1068,1174,1190,1275,1412,1500,1524,1600,1737,1861,1897,2072,2230,2380,9.9
4,Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,16,20,22,26,35,35,37,37,47,51,58,67,73,83,91,108,115,126,141,159,179,190,205,235,270,287,306,329,352,374,393,423,427,451,472,489,520,565,616,666,760,10.2
4,Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Montana,13,16,18,21,26,30,35,37,41,48,49,56,63,73,69,78,78,90,93,113,126,138,141,153,161,175,185,195,211,213,229,248,267,273,292,312,338,360,387,404,454,9.2
4,Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Utah,16,20,22,25,38,43,50,49,73,78,94,96,106,122,147,168,188,211,240,256,245,269,280,310,334,365,379,416,447,465,485,529,556,583,640,689,767,810,854,890,999,10.9
4,Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,7,9,11,14,18,17,19,19,23,22,27,29,32,33,35,45,41,44,52,62,66,73,79,90,101,101,109,119,135,141,147,161,182,179,187,205,211,222,244,263,297,9.7
4,Other Professional Services (Millions of Dollars),Region,8,Far West,,757,958,1127,1263,1581,1775,2084,2548,3040,3197,3767,4026,4427,4617,4732,5052,5260,5536,5928,6116,6531,7300,8012,8645,9169,9361,9844,10734,11474,11915,12149,12415,13040,13346,13891,14925,15880,16958,18495,20131,21021,8.7
4,Other Professional Services (Millions of Dollars),State,8,Far West,Alaska,9,11,13,16,21,27,30,36,42,43,52,51,57,61,57,64,70,76,79,89,106,121,128,144,162,171,172,193,212,229,230,258,278,295,318,337,353,365,376,394,395,9.9
4,Other Professional Services (Millions of Dollars),State,8,Far West,California,586,744,877,976,1226,1373,1623,1999,2371,2470,2896,3075,3372,3480,3541,3708,3851,4035,4315,4385,4639,5170,5675,6125,6416,6386,6683,7222,7698,7946,8010,8150,8584,8698,9004,9754,10374,11132,12129,13307,13922,8.2
4,Other Professional Services (Millions of Dollars),State,8,Far West,Hawaii,14,18,22,24,30,33,41,45,57,67,82,97,108,118,121,120,113,110,119,127,144,162,194,202,227,239,240,276,288,295,292,298,306,316,341,360,335,356,385,408,452,9.2
4,Other Professional Services (Millions of Dollars),State,8,Far West,Nevada,16,21,25,30,35,41,46,62,78,96,119,130,146,146,152,183,197,197,207,213,229,254,302,332,374,395,428,476,525,563,607,607,656,670,687,701,741,776,853,913,1019,10.9
4,Other Professional Services (Millions of Dollars),State,8,Far West,Oregon,50,61,70,82,103,116,133,156,192,203,235,243,280,291,300,336,354,367,384,421,463,519,567,615,671,734,793,888,962,995,1050,1107,1189,1244,1308,1453,1585,1690,1837,1968,2064,9.8
4,Other Professional Services (Millions of Dollars),State,8,Far West,Washington,82,103,119,134,166,185,212,250,299,317,384,429,464,521,562,640,676,751,825,882,950,1075,1146,1228,1319,1435,1528,1679,1790,1887,1960,1996,2026,2122,2233,2321,2492,2639,2914,3141,3169,9.6
5,Dental Services (Millions of Dollars),United States,0,United States,,13327,15715,16980,18300,19870,21707,23179,25339,27414,29397,31620,33421,37156,39028,41578,44634,46961,50312,53630,57300,62133,67709,73636,76316,82189,87201,91766,97732,102762,103380,105899,108022,109700,111376,114694,119961,126197,131129,137520,143249,142405,6.1
5,Dental Services (Millions of Dollars),Region,1,New England,,757,884,960,1062,1134,1192,1381,1559,1745,1933,2053,2119,2309,2482,2557,2685,2781,3038,3246,3516,3748,4069,4447,4567,4907,5137,5434,5824,6220,6362,6476,6637,6639,6777,6924,7288,7729,7633,7864,8104,7676,6
5,Dental Services (Millions of Dollars),State,1,New England,Connecticut,228,267,291,320,346,361,425,479,531,581,641,644,700,748,757,785,801,858,882,952,1006,1083,1206,1223,1326,1360,1410,1519,1611,1618,1662,1674,1712,1724,1818,1814,1879,1890,1903,1941,1820,5.3
5,Dental Services (Millions of Dollars),State,1,New England,Maine,45,53,57,65,70,77,89,96,114,131,134,140,158,167,177,182,195,213,229,247,278,284,316,329,355,373,385,418,428,457,493,525,481,527,506,507,534,540,570,602,594,6.7
5,Dental Services (Millions of Dollars),State,1,New England,Massachusetts,362,418,449,490,522,545,620,703,791,878,905,960,1038,1147,1173,1226,1273,1394,1518,1662,1759,1927,2064,2112,2252,2382,2549,2762,3008,3074,3082,3184,3179,3264,3306,3601,3882,3747,3873,4008,3721,6
5,Dental Services (Millions of Dollars),State,1,New England,New Hampshire,49,59,65,76,81,85,99,118,126,143,155,158,175,179,189,205,213,257,263,292,311,359,419,438,478,509,550,556,588,615,630,651,658,661,691,732,768,781,821,849,868,7.5
5,Dental Services (Millions of Dollars),State,1,New England,Rhode Island,47,56,64,73,77,85,102,108,123,137,146,142,156,152,167,184,193,201,228,229,245,255,266,281,300,305,324,334,346,353,355,352,349,341,342,360,377,383,399,402,383,5.4
5,Dental Services (Millions of Dollars),State,1,New England,Vermont,26,31,34,38,39,40,47,54,62,63,71,75,82,89,94,102,104,115,125,134,149,162,177,184,196,208,215,234,240,247,254,252,260,258,262,274,290,292,297,302,290,6.2
5,Dental Services (Millions of Dollars),Region,2,Mideast,,2498,2882,3076,3354,3794,4036,4193,4845,5270,5567,6103,6308,6992,7137,7544,8038,8287,8757,8911,9503,10074,11125,12217,12635,13522,14280,15082,15821,16389,16432,16919,17127,17267,17481,17811,18449,19554,19899,20504,21196,20265,5.4
5,Dental Services (Millions of Dollars),State,2,Mideast,Delaware,35,41,45,43,48,60,70,71,77,89,82,90,107,110,117,130,149,148,145,170,194,209,230,243,265,272,280,301,332,337,350,364,337,370,382,391,419,417,421,432,437,6.5
5,Dental Services (Millions of Dollars),State,2,Mideast,District of Columbia,42,49,53,53,62,74,70,83,86,88,100,102,117,119,127,137,137,141,136,154,158,156,186,186,198,210,240,250,285,282,299,316,292,316,312,340,372,345,356,358,319,5.2
5,Dental Services (Millions of Dollars),State,2,Mideast,Maryland,242,280,302,332,375,396,432,497,543,578,628,696,746,769,818,880,929,988,945,1039,1134,1247,1397,1454,1571,1685,1784,1922,1967,2019,2074,2108,2236,2167,2191,2336,2529,2560,2653,2723,2631,6.2
5,Dental Services (Millions of Dollars),State,2,Mideast,New Jersey,492,569,617,694,805,897,865,1015,1106,1156,1266,1281,1481,1467,1558,1711,1809,1871,2041,2038,2135,2353,2611,2621,2868,3019,3244,3377,3476,3385,3406,3419,3543,3595,3743,3874,4154,4201,4306,4428,4112,5.5
5,Dental Services (Millions of Dollars),State,2,Mideast,New York,1081,1233,1286,1413,1597,1646,1721,2042,2228,2329,2504,2583,2897,2964,3016,3258,3295,3492,3602,3840,4006,4505,4919,5117,5406,5722,6081,6373,6573,6639,6747,6881,6842,6971,7139,7312,7651,7792,8040,8325,7987,5.1
5,Dental Services (Millions of Dollars),State,2,Mideast,Pennsylvania,607,709,773,819,906,964,1036,1138,1230,1327,1523,1557,1644,1709,1908,1922,1968,2117,2042,2263,2446,2655,2875,3015,3213,3373,3452,3599,3755,3769,4044,4038,4017,4061,4044,4197,4429,4584,4729,4930,4780,5.3
5,Dental Services (Millions of Dollars),Region,3,Great Lakes,,2477,2897,3041,3220,3359,3689,3978,4239,4490,4826,5084,5335,5943,6195,6587,7117,7541,7943,8394,8975,9929,10864,11641,11903,12691,13364,13872,14519,15060,15360,16047,16254,15890,16575,16882,17549,18302,18482,19099,19469,19393,5.3
5,Dental Services (Millions of Dollars),State,3,Great Lakes,Illinois,662,767,791,847,881,963,1039,1104,1190,1298,1387,1419,1580,1662,1772,1900,1987,2110,2232,2354,2584,2918,3080,3197,3365,3576,3717,3945,4060,4088,4385,4214,4320,4255,4347,4715,4917,5081,5238,5321,5255,5.3
5,Dental Services (Millions of Dollars),State,3,Great Lakes,Indiana,258,304,321,339,371,416,430,465,500,534,545,571,670,697,742,824,880,937,1001,1106,1210,1332,1459,1507,1612,1713,1765,1874,1891,1942,1968,2041,2124,2133,2178,2323,2423,2497,2609,2682,2773,6.1
5,Dental Services (Millions of Dollars),State,3,Great Lakes,Michigan,682,801,829,878,901,996,1069,1132,1182,1272,1340,1392,1543,1602,1694,1804,1916,2034,2068,2219,2432,2720,2847,2868,3101,3202,3330,3414,3523,3558,3573,3616,3554,3732,3795,3965,4157,4106,4193,4231,4088,4.6
5,Dental Services (Millions of Dollars),State,3,Great Lakes,Ohio,569,664,717,766,793,857,952,1019,1076,1133,1193,1267,1399,1450,1533,1645,1759,1846,1982,2092,2254,2460,2716,2664,2899,3079,3161,3276,3453,3551,3704,3871,3680,3946,4053,3996,4231,4285,4422,4535,4537,5.3
5,Dental Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,306,362,381,390,413,458,488,518,541,590,619,686,751,784,847,944,1000,1016,1111,1203,1448,1433,1539,1667,1715,1794,1899,2010,2133,2221,2418,2512,2213,2509,2509,2551,2573,2514,2638,2700,2740,5.6
5,Dental Services (Millions of Dollars),Region,4,Plains,,918,1082,1145,1245,1300,1394,1465,1623,1735,1875,1983,2070,2320,2398,2568,2805,2921,3162,3433,3648,3952,4338,4749,4915,5356,5584,5847,6281,6475,6754,7015,7194,7128,7473,7819,7985,8389,8548,8933,9277,9409,6
5,Dental Services (Millions of Dollars),State,4,Plains,Iowa,150,175,185,190,193,210,218,230,248,258,276,303,335,345,361,389,406,447,458,474,526,581,631,644,701,730,787,821,858,925,947,1010,986,1048,1056,1099,1137,1153,1180,1208,1237,5.4
5,Dental Services (Millions of Dollars),State,4,Plains,Kansas,124,150,155,163,181,201,203,223,241,260,271,291,320,344,360,394,417,445,480,522,556,603,644,671,710,735,774,853,899,924,942,974,981,993,1034,1053,1140,1166,1230,1265,1305,6.1
5,Dental Services (Millions of Dollars),State,4,Plains,Minnesota,275,327,344,380,403,426,440,500,542,596,632,627,718,726,780,843,886,978,1086,1145,1256,1361,1532,1621,1802,1898,2008,2142,2159,2264,2322,2372,2218,2428,2613,2545,2646,2658,2788,2926,2837,6
5,Dental Services (Millions of Dollars),State,4,Plains,Missouri,230,265,283,308,321,353,390,429,454,490,514,539,596,616,669,717,760,813,895,945,1010,1137,1224,1237,1346,1385,1407,1514,1557,1627,1670,1692,1754,1763,1801,1906,2001,2028,2125,2223,2277,5.9
5,Dental Services (Millions of Dollars),State,4,Plains,Nebraska,80,93,99,117,111,113,118,133,136,149,159,174,194,197,219,262,248,262,275,304,324,354,379,389,416,434,455,485,499,494,565,557,569,595,619,638,669,708,737,759,807,6
5,Dental Services (Millions of Dollars),State,4,Plains,North Dakota,31,37,41,47,48,46,51,54,57,61,64,66,74,78,88,96,97,103,117,127,134,143,161,166,185,192,201,220,238,248,276,287,293,318,347,364,386,392,407,415,437,6.8
5,Dental Services (Millions of Dollars),State,4,Plains,South Dakota,28,34,38,40,42,45,46,55,57,62,67,70,83,91,92,104,106,114,122,130,147,159,178,186,194,210,215,247,264,272,292,301,328,329,350,380,411,442,466,481,510,7.5
5,Dental Services (Millions of Dollars),Region,5,Southeast,,2407,2855,3092,3343,3673,4101,4488,4857,5324,5750,6165,6565,7340,7759,8329,9062,9620,10487,10968,11930,13141,14264,15491,15948,17644,18856,20192,21461,22223,22365,22893,23385,24235,24571,25231,26289,27615,29185,30703,32342,33340,6.8
5,Dental Services (Millions of Dollars),State,5,Southeast,Alabama,161,188,198,205,236,248,266,300,323,346,369,398,443,469,504,535,565,608,636,691,739,790,868,963,961,1028,1085,1143,1198,1199,1237,1246,1256,1287,1271,1353,1398,1417,1473,1548,1632,6
5,Dental Services (Millions of Dollars),State,5,Southeast,Arkansas,84,99,106,115,127,145,151,160,183,183,206,213,237,253,273,313,337,361,363,400,446,478,513,552,583,628,648,710,735,758,753,775,833,809,821,850,880,936,975,1017,1017,6.4
5,Dental Services (Millions of Dollars),State,5,Southeast,Florida,588,708,777,864,965,1133,1249,1281,1416,1550,1687,1795,1980,2089,2210,2395,2600,2778,2890,3064,3287,3528,3887,3819,4586,4825,5184,5449,5476,5254,5339,5491,5964,5930,6140,6373,6344,7444,7930,8542,8956,7
5,Dental Services (Millions of Dollars),State,5,Southeast,Georgia,270,319,343,384,426,474,523,583,676,720,753,781,884,930,1011,1104,1166,1274,1388,1524,1714,1882,2059,2149,2283,2537,2706,2862,2876,2917,2909,2939,3042,3036,3157,3353,3664,3719,3932,4057,4065,7
